Market Place,Crop Variety,Producer Min,Producer Max,Wholesale Min,Wholesale Max,Retail Min,Retail Max,Volume,Collection Date
Dilla,White Teff (Quintal),0,0,3400,3700,3700,3800,Sufficient,6/13/2020
Bonga,White Teff (Quintal),0,0,3750,3800,3900,4000,Sufficient,6/13/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4100,4150,4300,4370,Under,6/13/2020
Hawassa ,White Teff (Quintal),0,0,3700,4100,3800,4200,Sufficient,6/15/2020
Woldia Gebeya,White Teff (Quintal),3450,3588,0,0,3588,3726,Sufficient,6/16/2020
Humera,White Teff (Quintal),0,0,4100,4200,0,0,Sufficient,6/17/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3700,3800,3750,4000,Sufficient,6/18/2020
Adama City,White Teff (Quintal),0,0,3800,3900,4000,4100,Sufficient,6/18/2020
Bonga,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,6/20/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4100,4200,4290,4300,Under,6/20/2020
Dilla,White Teff (Quintal),0,0,3400,3700,3700,3800,Sufficient,6/20/2020
Humera,White Teff (Quintal),0,0,4100,4200,0,0,Sufficient,6/24/2020
Adama City,White Teff (Quintal),0,0,3700,3750,3800,3900,Sufficient,6/25/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,3900,4100,Sufficient,6/25/2020
Bonga,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,6/27/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4150,4200,4200,4280,Under,6/27/2020
Dilla,White Teff (Quintal),0,0,3400,3700,3700,3800,Sufficient,6/27/2020
Woldia Gebeya,White Teff (Quintal),3381,3519,0,0,3450,3657,Over,6/30/2020
Humera,White Teff (Quintal),0,0,4200,4400,0,0,Under,7/1/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4000,4200,Sufficient,7/2/2020
Bonga,White Teff (Quintal),0,0,3750,3800,3900,4000,Sufficient,7/4/2020
Dilla,White Teff (Quintal),0,0,3400,3700,3700,3800,Sufficient,7/4/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4200,4260,4300,4420,Under,7/4/2020
Hawassa ,White Teff (Quintal),0,0,3700,4200,3800,4300,Sufficient,7/6/2020
Hawassa ,White Teff (Quintal),0,0,3700,4200,3800,4300,Sufficient,7/6/2020
Woldia Gebeya,White Teff (Quintal),3243,3381,0,0,3450,3588,Over,7/7/2020
Humera,White Teff (Quintal),0,0,4300,4500,0,0,Sufficient,7/8/2020
Adama City,White Teff (Quintal),0,0,0,0,3900,4000,Sufficient,7/9/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4000,4250,Sufficient,7/9/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4220,4260,4320,4375,Under,7/11/2020
Woldia Gebeya,White Teff (Quintal),3312,3450,0,0,3381,3519,Over,7/14/2020
Humera,White Teff (Quintal),0,0,4400,4500,0,0,Sufficient,7/15/2020
Adama City,White Teff (Quintal),0,0,0,0,3900,4100,Sufficient,7/16/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,3840,4100,4300,Sufficient,7/16/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4230,4260,4350,4360,Under,7/18/2020
Woldia Gebeya,White Teff (Quintal),3243,3381,0,0,3381,3519,Over,7/21/2020
Humera,White Teff (Quintal),0,0,4300,4500,0,0,Sufficient,7/22/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4100,4350,Sufficient,7/23/2020
Adama City,White Teff (Quintal),0,0,3600,3700,3800,3900,Under,7/23/2020
Dilla,White Teff (Quintal),0,0,3700,3800,3700,3850,Sufficient,7/25/2020
Bonga,White Teff (Quintal),0,0,3900,4000,4100,4200,Sufficient,7/25/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4200,4260,4360,4380,Under,7/25/2020
Hawassa ,White Teff (Quintal),0,0,3800,4300,3900,4400,Sufficient,7/27/2020
Woldia Gebeya,White Teff (Quintal),3243,3381,0,0,3450,3588,Over,7/28/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Sufficient,7/29/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,3800,4000,4100,4400,Sufficient,7/30/2020
Adama City,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,7/30/2020
Bonga,White Teff (Quintal),0,0,3300,3400,3500,3600,Sufficient,8/1/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4245,4300,4375,4380,Under,8/1/2020
Hawassa ,White Teff (Quintal),0,0,3800,4300,3900,4400,Sufficient,8/3/2020
Woldia Gebeya,White Teff (Quintal),3312,3450,0,0,3519,3657,Under,8/4/2020
Humera,White Teff (Quintal),0,0,4400,4500,0,0,Sufficient,8/5/2020
Adama City,White Teff (Quintal),0,0,3700,3800,3900,4000,Under,8/6/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4300,4500,Sufficient,8/6/2020
Bonga,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,8/8/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4360,4400,4385,4420,Under,8/8/2020
Hawassa ,White Teff (Quintal),0,0,3900,4400,4000,4500,Sufficient,8/10/2020
Woldia Gebeya,White Teff (Quintal),3312,3450,0,0,3519,3657,Over,8/11/2020
Humera,White Teff (Quintal),0,0,4200,4500,0,0,Sufficient,8/12/2020
Adama City,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,8/13/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4400,4600,Sufficient,8/13/2020
Bonga,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,8/15/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4320,4385,4380,4400,Under,8/15/2020
Dilla,White Teff (Quintal),0,0,3700,3800,3700,3850,Sufficient,8/15/2020
Hawassa ,White Teff (Quintal),0,0,3900,4400,4000,4500,Sufficient,8/17/2020
Woldia Gebeya,White Teff (Quintal),3456,3600,0,0,3672,3816,Over,8/18/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Under,8/19/2020
Adama City,White Teff (Quintal),0,0,3900,4000,4100,4200,Sufficient,8/20/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4450,4650,Sufficient,8/20/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,8/22/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4350,4400,4400,4430,Under,8/22/2020
Dilla,White Teff (Quintal),0,0,3700,4000,4000,4100,Sufficient,8/22/2020
Hawassa ,White Teff (Quintal),0,0,3900,4400,4000,4500,Sufficient,8/24/2020
Woldia Gebeya,White Teff (Quintal),3456,3600,0,0,3672,3816,Sufficient,8/25/2020
Humera,White Teff (Quintal),0,0,4300,4600,0,0,Under,8/26/2020
Adama City,White Teff (Quintal),0,0,3700,3800,3900,4000,Sufficient,8/27/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4450,4650,Sufficient,8/27/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,8/29/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4400,4430,4450,4475,Under,8/29/2020
Dilla,White Teff (Quintal),0,0,3700,4000,4000,4100,Sufficient,8/29/2020
Woldia Gebeya,White Teff (Quintal),3528,3672,0,0,3672,3816,Sufficient,9/1/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Sufficient,9/2/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4450,4650,Sufficient,9/3/2020
Adama City,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,9/3/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,9/5/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4425,4450,4480,4550,Under,9/5/2020
Dilla,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,9/5/2020
Hawassa ,White Teff (Quintal),0,0,3900,4400,4000,4500,Sufficient,9/7/2020
Woldia Gebeya,White Teff (Quintal),3456,3600,0,0,3672,3816,Sufficient,9/8/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Sufficient,9/9/2020
Adama City,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,9/10/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4500,4700,Sufficient,9/10/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4500,4700,Sufficient,9/10/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4435,4460,4530,4550,Under,9/12/2020
Woldia Gebeya,White Teff (Quintal),3528,3672,0,0,3672,3816,Over,9/15/2020
Humera,White Teff (Quintal),0,0,4400,4500,0,0,Under,9/16/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4500,4700,Sufficient,9/17/2020
Adama City,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,9/17/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4450,4500,Sufficient,9/19/2020
Dilla,White Teff (Quintal),0,0,4000,4200,4100,4300,Sufficient,9/19/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4450,4480,4550,4570,Under,9/19/2020
Hawassa ,White Teff (Quintal),0,0,3900,4400,4000,4500,Sufficient,9/21/2020
Woldia Gebeya,White Teff (Quintal),3456,3600,0,0,3672,3816,Sufficient,9/22/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Under,9/23/2020
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,9/24/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4450,4650,Sufficient,9/24/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,9/26/2020
Dilla,White Teff (Quintal),0,0,4000,4200,4000,4300,Sufficient,9/26/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4450,4470,4530,4550,Under,9/26/2020
Woldia Gebeya,White Teff (Quintal),3540,3644,3600,3744,3744,3816,Sufficient,9/29/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Under,9/30/2020
Adama City,White Teff (Quintal),0,0,4200,4300,4350,4400,Sufficient,10/1/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4400,4650,Sufficient,10/1/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,10/3/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4455,4480,4510,4540,Under,10/3/2020
Woldia Gebeya,White Teff (Quintal),3600,3672,0,0,3744,3816,Sufficient,10/6/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Under,10/7/2020
Adama City,White Teff (Quintal),0,0,3900,4000,4100,4200,Under,10/8/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4400,4600,Sufficient,10/8/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,10/10/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4450,4460,4500,4530,Under,10/10/2020
Dilla,White Teff (Quintal),0,0,4000,4100,4100,4200,Sufficient,10/10/2020
Woldia Gebeya,White Teff (Quintal),4032,4104,0,0,4104,4176,Under,10/13/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Sufficient,10/14/2020
Adama City,White Teff (Quintal),0,0,3900,4000,4100,4200,Sufficient,10/15/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4400,4600,Sufficient,10/15/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,10/17/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4450,4470,4500,4550,Under,10/17/2020
Woldia Gebeya,White Teff (Quintal),4320,4392,0,0,4464,4536,Sufficient,10/20/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Sufficient,10/21/2020
Adama City,White Teff (Quintal),0,0,3800,3900,4000,4100,Over,10/22/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4400,4600,Sufficient,10/22/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,10/24/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4425,4450,4480,4525,Under,10/24/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,10/26/2020
Woldia Gebeya,White Teff (Quintal),3672,3744,0,0,3816,3960,Sufficient,10/27/2020
Humera,White Teff (Quintal),0,0,4500,4600,0,0,Sufficient,10/28/2020
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,10/29/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4450,4600,Sufficient,10/29/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,10/31/2020
Shire-Endaselassie,White Teff (Quintal),0,0,4410,4450,4460,4500,Under,10/31/2020
Dilla,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,10/31/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,11/2/2020
Woldia Gebeya,White Teff (Quintal),3672,3744,0,0,3744,3816,Sufficient,11/3/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4350,4350,4580,Sufficient,11/5/2020
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Over,11/5/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,11/7/2020
Dilla,White Teff (Quintal),0,0,4000,4100,4100,4200,Sufficient,11/7/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,11/9/2020
Woldia Gebeya,White Teff (Quintal),3744,3888,0,0,3888,3960,Sufficient,11/10/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4300,4450,4600,Sufficient,11/12/2020
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,11/12/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,11/14/2020
Dilla,White Teff (Quintal),0,0,3800,4100,4100,4200,Sufficient,11/14/2020
Hawassa ,White Teff (Quintal),0,0,4000,4600,4100,4700,Sufficient,11/16/2020
Woldia Gebeya,White Teff (Quintal),3672,3816,0,0,3816,3888,Sufficient,11/17/2020
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,11/19/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4350,4400,4600,Sufficient,11/19/2020
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,11/21/2020
Dilla,White Teff (Quintal),0,0,3850,4050,4200,4300,Sufficient,11/21/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,11/23/2020
Woldia Gebeya,White Teff (Quintal),3600,3744,0,0,3744,3816,Sufficient,11/24/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4350,4450,4400,4500,Sufficient,11/26/2020
Bonga,White Teff (Quintal),0,0,3700,3800,4300,4400,Sufficient,11/28/2020
Dilla,White Teff (Quintal),0,0,3850,4050,4100,4200,Sufficient,11/28/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,11/30/2020
Woldia Gebeya,White Teff (Quintal),3528,3600,0,0,3672,3744,Over,12/1/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4000,4300,4200,4500,Sufficient,12/3/2020
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Sufficient,12/3/2020
Bonga,White Teff (Quintal),0,0,3700,3800,4300,4400,Sufficient,12/5/2020
Dilla,White Teff (Quintal),0,0,3850,4050,4100,4200,Sufficient,12/5/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,12/7/2020
Woldia Gebeya,White Teff (Quintal),3600,3672,0,0,3744,3816,Sufficient,12/8/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4100,4300,4250,4400,Sufficient,12/10/2020
Adama City,White Teff (Quintal),0,0,3900,4000,4100,4200,Sufficient,12/10/2020
Bonga,White Teff (Quintal),0,0,3700,3800,4300,4400,Sufficient,12/12/2020
Dilla,White Teff (Quintal),0,0,3800,4050,4200,4100,Sufficient,12/12/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,12/14/2020
Woldia Gebeya,White Teff (Quintal),3600,3672,0,0,3672,3816,Sufficient,12/15/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4300,4350,4500,Sufficient,12/17/2020
Bonga,White Teff (Quintal),0,0,3700,3800,4200,4300,Sufficient,12/19/2020
Dilla,White Teff (Quintal),0,0,3800,4050,4000,4100,Sufficient,12/19/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,12/21/2020
Woldia Gebeya,White Teff (Quintal),3816,3888,0,0,3888,4032,Sufficient,12/22/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4000,4200,4400,4500,Sufficient,12/24/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4000,4200,4400,4500,Sufficient,12/24/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,4000,4200,4400,4500,Sufficient,12/24/2020
Adama City,White Teff (Quintal),0,0,4100,4150,4200,4300,Sufficient,12/24/2020
Bonga,White Teff (Quintal),0,0,3700,3800,4200,4300,Sufficient,12/26/2020
Dilla,White Teff (Quintal),0,0,3800,4100,4200,4300,Sufficient,12/26/2020
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,12/28/2020
Woldia Gebeya,White Teff (Quintal),3816,3888,0,0,3888,4032,Sufficient,12/29/2020
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Over,12/31/2020
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4250,4450,Sufficient,12/31/2020
Dilla,White Teff (Quintal),0,0,3800,4150,4200,4300,Sufficient,1/2/2021
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,1/4/2021
Woldia Gebeya,White Teff (Quintal),3816,3888,0,0,3960,4032,Sufficient,1/5/2021
Hawassa ,White Teff (Quintal),0,0,4000,4500,4100,4600,Sufficient,1/11/2021
Woldia Gebeya,White Teff (Quintal),3795,3864,0,0,3864,3933,Sufficient,1/12/2021
Adama City,White Teff (Quintal),0,0,4000,4100,4200,4300,Over,1/14/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4000,4200,4300,4500,Sufficient,1/14/2021
Bonga,White Teff (Quintal),0,0,4000,4100,4300,4400,Sufficient,1/16/2021
Dilla,White Teff (Quintal),0,0,4000,4200,4200,4300,Sufficient,1/16/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4100,4250,4300,4450,Sufficient,1/21/2021
Adama City,White Teff (Quintal),0,0,4050,4100,4200,4300,Sufficient,1/21/2021
Dilla,White Teff (Quintal),0,0,4000,4200,4200,4300,Sufficient,1/23/2021
Woldia Gebeya,White Teff (Quintal),3795,3864,0,0,3864,4002,Sufficient,1/26/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4150,4250,4300,4500,Sufficient,1/28/2021
Adama City,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,1/28/2021
Bonga,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,1/30/2021
Dilla,White Teff (Quintal),0,0,4000,4200,4200,4300,Sufficient,1/30/2021
Woldia Gebeya,White Teff (Quintal),3795,3864,0,0,3864,4002,Sufficient,2/2/2021
Adama City,White Teff (Quintal),0,0,4100,4200,4250,4300,Over,2/4/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4100,4200,4300,4500,Sufficient,2/4/2021
Dilla,White Teff (Quintal),0,0,4000,4200,4200,4300,Sufficient,2/6/2021
Bonga,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,2/6/2021
Woldia Gebeya,White Teff (Quintal),3795,3864,0,0,3864,4002,Sufficient,2/9/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4300,4350,4500,Sufficient,2/11/2021
Adama City,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,2/11/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,2/13/2021
Dilla,White Teff (Quintal),0,0,3900,4100,4100,4200,Sufficient,2/13/2021
Woldia Gebeya,White Teff (Quintal),3726,3760,0,0,3795,3864,Over,2/16/2021
Adama City,White Teff (Quintal),0,0,4100,4200,4300,4400,Sufficient,2/18/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4150,4300,4300,4450,Sufficient,2/18/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,2/20/2021
Dilla,White Teff (Quintal),0,0,3900,4100,4100,4200,Sufficient,2/20/2021
Woldia Gebeya,White Teff (Quintal),3795,3864,0,0,3864,3933,Sufficient,2/23/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4000,4200,4400,4550,Sufficient,2/25/2021
Adama City,White Teff (Quintal),0,0,4300,4400,4500,4600,Over,2/25/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,2/27/2021
Dilla,White Teff (Quintal),0,0,3900,4100,4200,4300,Sufficient,2/27/2021
Adama City,White Teff (Quintal),0,0,4300,4400,4500,4600,Sufficient,3/4/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4200,4350,4400,4550,Sufficient,3/4/2021
Dilla,White Teff (Quintal),0,0,3900,4100,4200,4300,Sufficient,3/6/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,3/6/2021
Hawassa ,White Teff (Quintal),0,0,4200,4600,4300,4700,Sufficient,3/8/2021
Woldia Gebeya,White Teff (Quintal),3795,3864,0,0,3864,3933,Sufficient,3/9/2021
Adama City,White Teff (Quintal),0,0,4300,4400,4500,4600,Sufficient,3/11/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,3/13/2021
Dilla,White Teff (Quintal),0,0,3900,4100,4200,4300,Sufficient,3/13/2021
Woldia Gebeya,White Teff (Quintal),3795,3864,0,0,3864,4002,Sufficient,3/16/2021
Adama City,White Teff (Quintal),0,0,4300,4400,4500,4600,Sufficient,3/17/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,3/20/2021
Dilla,White Teff (Quintal),0,0,4100,4200,4200,4300,Sufficient,3/20/2021
Woldia Gebeya,White Teff (Quintal),4002,4140,0,0,4140,4278,Under,3/23/2021
Adama City,White Teff (Quintal),0,0,4300,4400,4500,4600,Sufficient,3/25/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,3/27/2021
Dilla,White Teff (Quintal),0,0,4100,4300,4300,4600,Sufficient,3/27/2021
Woldia Gebeya,White Teff (Quintal),4140,4209,0,0,4278,4416,Under,3/30/2021
Adama City,White Teff (Quintal),0,0,4400,4500,4600,4700,Sufficient,4/1/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,3950,4200,Under,4/1/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,3950,4200,Under,4/1/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,4/3/2021
Dilla,White Teff (Quintal),0,0,4300,4500,4400,4600,Sufficient,4/3/2021
Woldia Gebeya,White Teff (Quintal),4140,4278,0,0,4347,4485,Under,4/6/2021
Adama City,White Teff (Quintal),0,0,4300,4400,4500,4600,Over,4/8/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4000,4300,Under,4/8/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,4/10/2021
Woldia Gebeya,White Teff (Quintal),4347,4485,0,0,4554,4623,Sufficient,4/13/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4100,4250,Under,4/15/2021
Adama City,White Teff (Quintal),0,0,4400,4500,4600,4700,Sufficient,4/15/2021
Dilla,White Teff (Quintal),0,0,4300,4500,4400,4600,Sufficient,4/17/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,4/17/2021
Woldia Gebeya,White Teff (Quintal),4347,4485,0,0,4554,4623,Sufficient,4/20/2021
Adama City,White Teff (Quintal),0,0,4500,4600,4700,4800,Sufficient,4/22/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,4/24/2021
Dilla,White Teff (Quintal),0,0,4300,4500,4500,4600,Sufficient,4/24/2021
Woldia Gebeya,White Teff (Quintal),4278,4347,0,0,4347,4485,Sufficient,4/27/2021
Adama City,White Teff (Quintal),0,0,4500,4600,4700,4800,Sufficient,4/29/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4200,4500,Under,4/29/2021
Dilla,White Teff (Quintal),0,0,4300,4500,4500,4600,Sufficient,5/1/2021
Woldia Gebeya,White Teff (Quintal),4278,4347,0,0,4347,4485,Sufficient,5/4/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,0,0,4200,4500,Sufficient,5/6/2021
Adama City,White Teff (Quintal),0,0,4500,4600,4700,4800,Sufficient,5/6/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,5/8/2021
Woldia Gebeya,White Teff (Quintal),4347,4416,0,0,4416,4485,Sufficient,5/11/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,5/15/2021
Dilla,White Teff (Quintal),0,0,4300,4500,4500,4600,Sufficient,5/15/2021
Woldia Gebeya,White Teff (Quintal),4209,4347,0,0,4347,4416,Over,5/18/2021
Adama City,White Teff (Quintal),0,0,4500,4600,4700,4800,Sufficient,5/20/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4400,4500,4500,4600,Sufficient,5/20/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,5/22/2021
Dilla,White Teff (Quintal),0,0,4300,4600,4500,4700,Sufficient,5/22/2021
Woldia Gebeya,White Teff (Quintal),4071,4209,0,0,4278,4416,Sufficient,5/25/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4300,4400,4500,4600,Sufficient,5/27/2021
Adama City,White Teff (Quintal),0,0,4550,4600,4700,4800,Sufficient,5/27/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,5/29/2021
Dilla,White Teff (Quintal),0,0,4400,4600,4700,4800,Sufficient,5/29/2021
Adama City,White Teff (Quintal),0,0,4500,4600,4700,4800,Sufficient,6/3/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4300,4400,4500,4600,Sufficient,6/3/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,6/5/2021
Dilla,White Teff (Quintal),0,0,4500,4600,4700,4800,Sufficient,6/5/2021
Adama City,White Teff (Quintal),0,0,4450,4500,4700,4800,Sufficient,6/9/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4300,4450,4500,4700,Sufficient,6/10/2021
Bonga,White Teff (Quintal),0,0,4200,4300,4400,4500,Sufficient,6/12/2021
Dilla,White Teff (Quintal),0,0,4500,4600,4800,4900,Sufficient,6/12/2021
Woldia Gebeya,White Teff (Quintal),4140,4278,0,0,4347,4485,Sufficient,6/15/2021
Adama City,White Teff (Quintal),0,0,4700,4800,4900,5000,Sufficient,6/17/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4400,4500,4600,4800,Sufficient,6/17/2021
Bonga,White Teff (Quintal),0,0,4300,4400,4500,4600,Sufficient,6/19/2021
Dilla,White Teff (Quintal),0,0,4200,4600,4600,4800,Sufficient,6/19/2021
Woldia Gebeya,White Teff (Quintal),4416,4485,0,0,4485,4554,Sufficient,6/22/2021
Bahir Dar kebele 04,White Teff (Quintal),0,0,4400,4500,4650,4800,Sufficient,6/24/2021
Adama City,White Teff (Quintal),0,0,4700,4800,4900,5000,Sufficient,6/24/2021
